Stkcd,1997/1/1,1997/2/1,1997/3/1,1997/4/1,1997/5/1,1997/6/1,1997/7/1,1997/8/1,1997/9/1,1997/10/1,1997/11/1,1997/12/1,1998/1/1,1998/2/1,1998/3/1,1998/4/1,1998/5/1,1998/6/1,1998/7/1,1998/8/1,1998/9/1,1998/10/1,1998/11/1,1998/12/1,1999/1/1,1999/2/1,1999/3/1,1999/4/1,1999/5/1,1999/6/1,1999/7/1,1999/8/1,1999/9/1,1999/10/1,1999/11/1,1999/12/1,2000/1/1,2000/2/1,2000/3/1,2000/4/1,2000/5/1,2000/6/1,2000/7/1,2000/8/1,2000/9/1,2000/10/1,2000/11/1,2000/12/1,2001/1/1,2001/2/1,2001/3/1,2001/4/1,2001/5/1,2001/6/1,2001/7/1,2001/8/1,2001/9/1,2001/10/1,2001/11/1,2001/12/1,2002/1/1,2002/2/1,2002/3/1,2002/4/1,2002/5/1,2002/6/1,2002/7/1,2002/8/1,2002/9/1,2002/10/1,2002/11/1,2002/12/1,2003/1/1,2003/2/1,2003/3/1,2003/4/1,2003/5/1,2003/6/1,2003/7/1,2003/8/1,2003/9/1,2003/10/1,2003/11/1,2003/12/1,2004/1/1,2004/2/1,2004/3/1,2004/4/1,2004/5/1,2004/6/1,2004/7/1,2004/8/1,2004/9/1,2004/10/1,2004/11/1,2004/12/1,2005/1/1,2005/2/1,2005/3/1,2005/4/1,2005/5/1,2005/6/1,2005/7/1,2005/8/1,2005/9/1,2005/10/1,2005/11/1,2005/12/1,2006/1/1,2006/2/1,2006/3/1,2006/4/1,2006/5/1,2006/6/1,2006/7/1,2006/8/1,2006/9/1,2006/10/1,2006/11/1,2006/12/1,2007/1/1,2007/2/1,2007/3/1,2007/4/1,2007/5/1,2007/6/1,2007/7/1,2007/8/1,2007/9/1,2007/10/1,2007/11/1,2007/12/1,2008/1/1,2008/2/1,2008/3/1,2008/4/1,2008/5/1,2008/6/1,2008/7/1,2008/8/1,2008/9/1,2008/10/1,2008/11/1,2008/12/1,2009/1/1,2009/2/1,2009/3/1,2009/4/1,2009/5/1,2009/6/1,2009/7/1,2009/8/1,2009/9/1,2009/10/1,2009/11/1,2009/12/1,2010/1/1,2010/2/1,2010/3/1,2010/4/1,2010/5/1,2010/6/1,2010/7/1,2010/8/1,2010/9/1,2010/10/1,2010/11/1,2010/12/1,2011/1/1,2011/2/1,2011/3/1,2011/4/1,2011/5/1,2011/6/1,2011/7/1,2011/8/1,2011/9/1,2011/10/1,2011/11/1,2011/12/1,2012/1/1,2012/2/1,2012/3/1,2012/4/1,2012/5/1,2012/6/1,2012/7/1,2012/8/1,2012/9/1,2012/10/1,2012/11/1,2012/12/1,2013/1/1,2013/2/1,2013/3/1,2013/4/1,2013/5/1,2013/6/1,2013/7/1,2013/8/1,2013/9/1,2013/10/1,2013/11/1,2013/12/1,2014/1/1,2014/2/1,2014/3/1,2014/4/1,2014/5/1,2014/6/1,2014/7/1,2014/8/1,2014/9/1,2014/10/1,2014/11/1,2014/12/1,2015/1/1,2015/2/1,2015/3/1,2015/4/1,2015/5/1,2015/6/1,2015/7/1,2015/8/1,2015/9/1,2015/10/1,2015/11/1,2015/12/1,2016/1/1,2016/2/1,2016/3/1,2016/4/1,2016/5/1,2016/6/1,2016/7/1,2016/8/1,2016/9/1,2016/10/1,2016/11/1,2016/12/1,2017/1/1,2017/2/1,2017/3/1,2017/4/1,2017/5/1,2017/6/1,2017/7/1,2017/8/1,2017/9/1,2017/10/1,2017/11/1,2017/12/1,2018/1/1,2018/2/1,2018/3/1,2018/4/1,2018/5/1,2018/6/1,2018/7/1,2018/8/1,2018/9/1,2018/10/1,2018/11/1
300264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024963,-0.186747,0.153704,-0.009631,0.056726,-0.072086,-0.056198,0.166375,0.072072,0.155462,-0.014545,0.113161,-0.18453,0.227642,0.065121,0.311917,0.035545,-0.199085,0.055238,0.16244,0.099882,-0.09188,0.217647,0.274396,-0.148597,0.081923,-0.289712,0.11124,0.157456,0.457658,-0.015451,0.553045,-0.294581,-0.260345,-0.150738,0.000915,0.38574,0.230871,0.482315,-0.496746,-0.055316,1.01597,-0.110902,0.075264,-0.068892,-0.02746,0.163137,-0.101146,-0.033758,-0.050466,-0.133279,0.062264,-0.025755,-0.103008,-0.159553,-0.081129,0.166227,-0.127828,0.057069,0.006135,-0.071951,0.09067,,-0.19875,-0.031201,0.008052,0.097444,-0.014556,-0.193501,0.029304,0.017794,-0.108392,-0.152941,0.134259
300265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006195,-0.058047,0.117647,0.056809,0.008696,-0.026646,-0.173108,0.136319,-0.15568,0.079918,0.051234,0.015343,-0.012444,0.243024,-0.065894,0.051938,0.26308,0.207701,-0.177778,0.109283,0.110277,-0.028297,0.00691,0.372059,0.005359,0.021677,-0.09913,-0.053668,0.009792,0.33495,0.01362,0.612422,-0.354966,0.209921,-0.428402,-0.053015,0.374314,0.035144,0.199846,-0.338264,-0.028183,0.238,,,,0.250149,0.199092,-0.044348,-0.075835,-0.013472,-0.08442,0.022373,0.04443,-0.092698,-0.0007,,-0.106939,-0.167717,0.155156,-0.002457,-0.114943,-0.142857,-0.030303,-0.111607,-0.08794,0.123967,-0.145833,-0.05165,-0.164902,0.035394,-0.082456,0.428298,-0.129853,0.015385
300266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.127498,0.033175,0.148318,0.053262,0.11378,-0.127128,-0.177503,0.474474,-0.121763,0.136255,0.182328,,-0.133452,0.157426,0.001183,0.054341,0.652661,0.017288,-0.024658,0.021865,0.113272,-0.045334,,0.139688,0.222932,0.082815,0.100138,0.027557,0.133482,0.191611,0.082882,0.741497,0.101516,,,,,0.069165,-0.132261,-0.368657,0.011437,0.097188,0.122563,0.048139,0.090086,-0.031549,0.048865,0.137647,-0.056877,0.106798,0.087379,-0.036443,,,,-0.0573,0.233719,-0.054687,-0.028237,0.09107,-0.101981,-0.048101,0.025836,-0.085926,-0.190032,,,,,-0.6393,-0.306889,0.213855,-0.094293,0.063014
300267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.025296,-0.127554,0.212025,0.000522,0.075157,-0.181553,-0.065243,0.173858,-0.266304,0.118519,0.212583,0.293282,0.120777,0.267521,0.096908,0.145529,0.151881,0.082988,0.083032,0.006667,0.142715,0.049551,-0.071784,0.111541,0.093926,,-0.034247,-0.008612,-0.001788,0.255439,0.069025,0.408865,-0.0754,-0.024054,-0.146979,-0.049683,0.119763,-0.025828,0.14208,-0.21131,-0.009057,0.148515,-0.015915,0.00084,-0.032432,-0.023045,-0.000715,-0.01073,0.026753,0.01831,-0.09751,0.003831,0.030534,-0.007407,-0.022388,-0.123664,,,,,,-0.398662,-0.023222,0.029718,-0.148629,0.283051,-0.198151,-0.164745,-0.108481,-0.068697,-0.186158,0.175953,0.024938,0.041363
300268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.18046,-0.203366,0.244718,-0.041018,0.184366,-0.291407,-0.00703,,,,,,,,,,,,,,,,,,,,0.771682,0.648352,-0.093333,0.469251,-0.007734,0.558918,-0.358529,-0.182944,-0.078002,0.027389,0.327014,0.466518,-0.059056,-0.429634,-0.133296,0.23822,0.19926,-0.139709,-0.031762,-0.124339,0.089426,0.064892,0.096875,0.116334,0.573798,-0.189189,0.269333,-0.073004,,,,-0.268839,0.159628,0.057802,0.001263,-0.097792,-0.294755,-0.184432,-0.093617,0.154259,-0.180128,0.195606,-0.162419,-0.055202,-0.172285,0.017195,-0.179715,0.156182
300269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.150382,0.263,-0.055424,0.113998,-0.058691,0.007194,0.171429,-0.181454,0.2786,0.227368,0.391081,0.062269,,0.276843,0.444545,0.008811,-0.162508,0.004097,0.065653,0.199652,-0.077839,,0.097638,0.012052,-0.016728,0.041811,0.132023,0.001956,0.063934,0.306651,0.563181,-0.188222,,,,,,0.039222,-0.242151,0.106214,-0.084861,-0.006095,0.080409,0.062577,-0.111624,0.011265,-0.018423,0,0.012222,-0.003019,0.008218,0.000858,-0.03129,-0.061504,-0.022599,-0.024355,-0.100849,0.018323,0.019629,0.018717,-0.08399,-0.269914,-0.011774,-0.061954,0.122777,-0.180241,-0.120515,-0.316946,0.038285,-0.081121,0.11557,-0.159712,0.018836
300270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.125151,0.205791,0.128645,0.022036,0.165304,-0.162059,0.000102,0.034166,-0.077909,-0.054545,-0.025452,-0.19675,0.242052,-0.119837,0.129544,0.035693,-0.163842,-0.040541,0.091528,0.088501,-0.008309,0.092759,0.306134,-0.038994,0.014398,-0.218064,0.185919,0.052876,0.54185,0.282857,0.435643,-0.376366,-0.03724,-0.246871,-0.000755,0.266062,0.076418,0.322241,-0.466862,-0.038552,0.337152,-0.072827,-0.013072,0.141421,-0.042278,0.067443,-0.066628,0.020923,0.020494,-0.102776,-0.058591,0.015385,-0.086777,-0.082956,-0.053454,0.019126,-0.115286,0.051158,0.10652,-0.047303,0.071429,0.069106,0.007605,0.033208,0.088386,-0.004023,0.003374,-0.37189,-0.042827,-0.077181,-0.115152,-0.138356,0.106518
300271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14467,0.15727,0.176068,0.02689,-0.026185,-0.043605,0.499857,-0.08312,0.321768,-0.032599,0.338731,-0.231121,0.30102,-0.065359,0.201049,-0.039301,-0.077273,0.061741,0.037736,0.206398,,,0.212903,-0.065876,0.053,-0.205491,0.264398,0.218634,-0.025824,,1.247503,-0.323607,-0.218215,-0.135766,0.190878,0.108085,0.018945,0.192965,-0.205139,-0.089825,0.241369,-0.139906,0.046943,-0.013556,-0.056554,0.061625,0.074406,0.005894,-0.047852,-0.105128,,,,-0.037249,-0.015064,0.005455,-0.11513,0.100136,-0.029721,0.019783,-0.117647,,0.118952,0.088288,0.130795,-0.012201,-0.166996,0.051925,-0.05543,-0.125749,-0.084247,0.017203,0.044853
300272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.260912,-0.122703,0.293194,-0.224986,-0.011194,0.80763,-0.107438,-0.189506,-0.006855,-0.108896,0.012048,-0.172619,0.329908,0.020093,0.12803,-0.126931,-0.000769,0.190146,-0.224013,0.158186,0.064947,0.202691,-0.001491,0.056012,-0.122348,0.120064,0.051799,-0.085499,0.012715,0.05436,0.139579,0.502517,-0.059185,0.128783,-0.105152,0.158637,-0.151623,0.101016,0.178067,0.110599,0.071784,0.177547,-0.15045,-0.068618,0.169556,,,0.166281,0.082605,-0.377109,-0.047114,0.090853,-0.052691,-0.08433,0.012397,-0.012314,0.03937,-0.017677,0.015424,0.040506,-0.109489,-0.142077,0.071656,-0.060921,-0.0625,-0.025316,0.055783,-0.114201,0.023543,,,,,-0.14896,-0.014157,0.244125,0.036726,0.129555,-0.02957,0.036796,-0.21575,-0.030261,-0.133333,0.135843
300273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.148308,0.208092,0.504187,0.070775,0.176383,0.109533,0.443335,-0.06422,-0.012138,-0.053875,0.197802,-0.024187,0.179487,-0.061232,0.181783,0.108752,-0.002946,,-0.156869,0.075683,-0.096111,0.093515,-0.01719,-0.068649,0.024883,0.060467,0.138229,0.004175,0.179138,0.105449,0.296799,-0.133256,-0.113797,-0.312121,0.062225,0.164334,-0.040962,-0.029712,-0.351196,-0.068584,0.245447,-0.035601,0.059328,0.191662,-0.068161,0.184831,-0.052157,,,-0.146573,-0.038101,-0.090798,-0.034853,-0.110417,0.021858,-0.071047,-0.14759,0.056039,-0.059469,0.033074,-0.161959,0.017978,-0.064018,-0.075472,0.170918,0.081699,-0.175227,-0.168364,-0.041298,-0.098462,-0.003413,-0.126712,0.043137
300274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.186702,-0.124088,0.090417,-0.141765,-0.0937,0.123104,-0.00556,-0.311502,-0.027842,0.01432,-0.055294,-0.145704,0.253644,0.025581,0.10771,0.01433,0.130172,0.29334,0.119114,0.073639,0.088184,0.529131,0.159681,-0.079749,0.043492,0.125972,-0.060497,-0.140547,-0.116661,0.026336,0.251706,-0.109025,0.218899,0.098717,-0.138579,0.063642,-0.104709,0.136757,0.131737,0.558442,0.197531,0.051546,-0.250735,-0.145672,-0.275029,0.24127,0.137681,0.041589,-0.013669,-0.347192,-0.019553,0.25755,0.018124,-0.029372,0.118753,-0.067213,0.050967,-0.116485,0.002566,-0.014505,-0.087446,-0.037951,0.031558,-0.032505,-0.039526,0.003086,0.142472,0.139766,0.006329,0.323113,0.14795,-0.149068,0.141728,-0.101225,-0.023118,0.163835,-0.052659,-0.213539,-0.367382,-0.124861,-0.13121,0.013197,-0.153401,0.430769
300275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101299,-0.119942,0.159278,-0.024646,0.035996,0.126191,-0.031008,-0.071636,0.054446,-0.045319,-0.120623,-0.00885,0.183036,0.032453,0.043494,-0.02627,-0.062132,0.094574,-0.320113,0.1875,0.061403,-0.01157,0.11204,0.151128,-0.044415,0.079973,0.053165,0.036058,0.042343,-0.188409,0.062069,-0.07013,0.145251,0.172561,0.100364,0.00189,-0.289151,0.19509,0.051638,0.107709,0.197331,0.36109,-0.133821,-0.333333,-0.170385,-0.049511,0.328617,0.334947,0.319797,-0.525275,-0.144676,0.311231,0.065015,-0.057171,0.165981,-0.190392,0.056614,-0.015971,0.013613,0.063533,0.062652,0.017824,0.186798,0.054862,0.014347,-0.032885,-0.29872,-0.111053,0.032258,-0.1375,0.252306,-0.286691,,-0.026969,0.021152,-0.037143,-0.085312,-0.135442,-0.155722,-0.026667,-0.098174,0.044304,-0.109091,0.058503
300276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187665,-0.026706,0.318598,-0.159538,0.035763,0.239668,-0.194996,0.243301,-0.087931,0.039698,-0.113636,0.173333,0.347028,0.09669,-0.126627,-0.119241,0.180769,0.193485,0.319126,-0.001657,0.052282,0.077287,-0.098829,0.194151,-0.179592,0.057214,0.121569,0.264336,0.125553,1.617672,-0.207606,0.173125,-0.366667,-0.057416,0.43198,-0.095356,-0.002351,-0.241163,-0.139752,0.196149,-0.0166,0.031714,0.04462,-0.149098,0.032366,-0.018919,,,,,,0.196143,-0.288346,-0.013592,0.083383,-0.132121,0.09986,0,-0.100952,-0.021186,-0.156566,0.180496,-0.021739,0.006667,0.091979,-0.109164,-0.078669,-0.023809,-0.038688,-0.097988,0.057226,0.013761
300277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.220527,0.102273,0.028866,-0.160321,-0.064439,0.132653,-0.148649,0.219218,-0.003311,0.097453,-0.12109,0.23651,0.094707,0.089907,-0.009339,-0.112333,-0.035398,0.187156,-0.027821,-0.027681,0.131148,0.301449,-0.085189,0.023128,-0.236764,0.130164,0.086897,0.27665,0.288767,0.492094,-0.388214,-0.054922,-0.160483,-0.124068,0.262614,0.511796,0.227389,-0.341204,-0.046475,0.360595,0.087128,0.08505,-0.076626,-0.070432,0.132783,-0.113907,-0.002242,0.010487,-0.078577,-0.082864,0.034211,-0.067006,-0.174545,-0.047357,0.008314,-0.103806,0.060489,0.333738,0.040036,-0.179353,-0.123667,0.068126,0.165148,0.005865,-0.034985,0.007486,-0.194194,-0.081988,-0.086604,-0.016296,-0.131024,0.060659
300278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.070722,0.006547,-0.226829,-0.106204,0.248235,-0.320845,0.147427,-0.008485,-0.011003,-0.088999,0,,,,,0.27137,0.126077,0.48482,-0.049201,0.113575,-0.006639,,,,,0.501215,0.896397,,,,,,,-0.045668,-0.130143,0.170694,-0.355292,0,0.070163,-0.108848,0.115,0.094811,0.123464,-0.010417,0.046842,-0.009553,0.040102,0.090776,-0.029083,0.041475,-0.066372,-0.212796,,,,0.259795,0.002392,-0.182816,,,,,-0.317757,-0.311644,-0.034826,0.168814,-0.098126,-0.213936,0.049767,-0.019259,-0.013595
300279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036205,0.062176,-0.063415,0.091146,0.115752,,-0.044369,0.190315,-0.025544,-0.087379,0.120213,0.082621,0.372807,0.047923,-0.064024,,,0.139278,-0.137041,0.103655,0.245635,-0.01885,0.500985,-0.294388,0.168372,0.130573,0.296831,0.039913,,,,,,,0.417764,-0.080332,-0.342771,-0.189123,0.220799,0.129938,0.118547,0.159707,-0.132016,0.137612,0.001282,0.010459,0.037178,-0.114053,-0.066667,-0.012562,-0.034173,-0.012655,-0.060947,0.088358,-0.175287,0.048781,0.000831,-0.058091,0.069603,0.041186,-0.114715,0.096515,0.06683,-0.169595,-0.059798,-0.209393,-0.153498,-0.042584,-0.141104,0.0375,-0.1463
300280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024213,0.119107,-0.007761,-0.17095,0.132076,-0.151733,0.062147,0.031915,0.050258,-0.030675,0.178481,-0.00537,0.651188,-0.114454,-0.156573,-0.050788,0.130996,0.135381,-0.054637,0.076046,0.075618,,,-0.067017,-0.010563,0.060498,0.342282,0.148,0.868902,-0.315078,-0.192673,,,,,,,0.051477,0.41252,-0.120739,-0.054927,-0.029074,-0.015152,0.119857,0.076038,0.003266,-0.029891,0.043014,-0.12606,0.063922,-0.023278,0.001932,-0.02893,-0.013903,0.061115,-0.027215,0.056604,,0.01447,0.053111,-0.012968,-0.03562,,,,-0.055404,0.014423,0.045182,-0.03023,0.014339,-0.013522
300281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067475,0.03358,0.032011,-0.005556,0.032008,-0.291174,0.038511,0.169345,-0.002114,0.073093,0.285291,-0.112135,0.074394,0.019324,-0.056082,-0.019247,0.070139,0.131305,0.203114,0.088235,0.378378,-0.027451,-0.031048,-0.28506,0.106519,0.173593,0.271627,0.079149,0.294964,0.190909,-0.184054,-0.403846,0.156931,0.107762,0.248299,0.032698,-0.403694,-0.054867,0.388577,-0.072825,0.004749,0.078488,-0.053234,0.080427,0.071146,0.175277,0.03506,-0.087462,0.013296,0.020776,-0.004285,-0.072082,-0.033037,-0.033073,-0.110697,0.027972,0.020408,-0.065333,-0.138374,0.113411,-0.124907,-0.124894,0.027184,0.108696,-0.089514,-0.090936,-0.006192,-0.244548,0.03299,-0.085828,0.120087
300282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.014276,0.050345,-0.042679,-0.067215,0.835713,-0.162827,0.036273,0.112855,-0.005965,,,,0.456629,-0.126592,-0.090909,-0.103774,0.214737,0.006499,0.041756,0.024793,0.0875,0.091954,0.11545,-0.200609,0.026657,0.011869,0.121701,0.051307,0.261424,0.326023,-0.137707,-0.060827,-0.194505,0.240103,0.471616,-0.022849,-0.227148,-0.068762,0.447257,0.027697,,,-0.175035,0.076341,-0.089457,0.041754,0.091613,-0.09133,-0.125297,0.068711,-0.087541,-0.08758,-0.118237,0.044038,-0.099052,0.028406,0.029156,0.107356,-0.151257,-0.022739,0.001623,-0.034036,-0.029642,-0.010375,0.057659,-0.089758,-0.093164,-0.191461,-0.117162,-0.051402,0.182266
300283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035216,-0.096774,-0.012987,0.086802,-0.250198,0.140444,0.014815,-0.000912,0.157991,0.196372,-0.092946,0.071948,0.012881,-0.091031,0.120766,0.090698,0.059674,0.09727,0.063764,0.163743,0.08103,0.121441,-0.222798,0.117333,0.086516,0.359692,0.061792,0.179036,-0.099935,-0.245854,-0.128107,0.134868,0.105314,0.097028,0.14741,-0.352083,-0.028939,0.16777,0.130933,0.052698,0.117998,-0.036247,0.033186,0.059957,0.026263,0.031496,-0.062977,-0.002037,-0.014286,-0.087992,-0.093076,-0.121402,0.030056,-0.069252,0.037202,0.004304,-0.061429,-0.105023,-0.032313,-0.086116,-0.080769,0.07113,-0.029297,-0.002012,-0.085685,0.075055,-0.104723,0.013762,-0.081448,0.14532
300284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160232,0.001664,0.093023,0.042191,-0.188609,-0.040109,0.102564,0.015504,0.043257,0.328455,0.215422,-0.050856,0.018568,-0.126042,0.029797,-0.033495,0.060606,0.038857,0.034103,0.338298,-0.033386,-0.005757,-0.092639,0.183227,0.226502,0.289573,0.166098,0.238345,-0.309387,0.128067,-0.180078,0.154377,0.038603,0.006637,-0.047033,-0.312731,0.002685,0.287818,0,0.019176,,,0.300667,-0.061144,-0.071429,0.029412,-0.085714,-0.083654,0.045121,-0.080321,0.08952,-0.063394,0.060345,0.082317,0.021127,-0.078621,-0.091816,-0.069231,-0.035419,-0.004896,-0.03813,0.014706,-0.073724,-0.112393,-0.139913,0.223203,-0.014433,0.047071,-0.101898,0.125695
